time,dt,Fs_vertical_av,L2FsVertDiffusion,L2FsVertFluid,L2FsVertFrame,L1FsVertDiffusion,L1FsVertFluid,L1FsVertFrame,L0FsVertDiffusion,L0FsVertFluid,L0FsVertFrame,Fs_top,Fs_bottom,Fs_sponge,Fh_bottom,Fh_top,dUdt,dSdt,dTdt,chimneySpacing,chimneyWidth,horizontallyAveragedSalinity_0,horizontallyAveragedSalinity_20,horizontallyAveragedSalinity_40,horizontallyAveragedSalinity_60,averageLiquidSalinity,mushyLayerDepth,Nusselt,Fh_abs_mismatch,Fs_abs_mismatch,Fh_rel_mismatch,Fs_rel_mismatch,LambdaMax,LambdaSum,maxVel
time,dt,Fs_vertical_av,L2FsVertDiffusion,L2FsVertFluid,L2FsVertFrame,L1FsVertDiffusion,L1FsVertFluid,L1FsVertFrame,L0FsVertDiffusion,L0FsVertFluid,L0FsVertFrame,Fs_top,Fs_bottom,Fs_sponge,Fh_bottom,Fh_top,dUdt,dSdt,dTdt,chimneySpacing,chimneyWidth,horizontallyAveragedSalinity_0,horizontallyAveragedSalinity_20,horizontallyAveragedSalinity_40,horizontallyAveragedSalinity_60,averageLiquidSalinity,mushyLayerDepth,Nusselt,Fh_abs_mismatch,Fs_abs_mismatch,Fh_rel_mismatch,Fs_rel_mismatch,LambdaMax,LambdaSum,maxVel
0.1027568166,0.0002117904405,-0.01225658568,0.008913748069,1.584252712,0,0.005155845411,0.8696509612,0,0.02299227288,6.48097001,0,-0.007832025295,3.597921344e-05,nan,0.005424966325,4.351125164,101.7097015,1.342806984,3.639108023,nan,nan,-1.000029653,-0.9999891267,-1.000013155,-0.9998821047,-0.9999586236,0.390625,nan,6.581381865e-06,1.059271791e-09,0.006578950679,-0.0005848467882,1.941358185e-11,4.216472331e-12,7.377575666
0.102968607,0.0001958992373,-0.01351579014,0.008907662672,1.680696119,0,0.005144041175,0.8953022854,0,0.0230706666,6.972609699,0,-0.007823824142,3.532772341e-05,nan,-0.0387602483,4.346568968,99.61566449,1.434365508,3.441602135,nan,nan,-1.000029285,-0.9999890445,-1.000013009,-0.9998738858,-0.9999564795,0.390625,nan,4.083497953e-06,9.341258978e-10,0.004396669151,-0.0005612073861,1.938649241e-11,4.165849634e-12,7.976039219
0.1031645063,0.0001820538072,-0.01484611333,0.008902354532,1.777226157,0,0.005132364803,0.9272095193,0,0.02314387824,7.467197173,0,-0.007816030979,3.475665924e-05,nan,-0.07001625773,4.342239433,87.65029165,1.522275376,3.277632952,nan,nan,-1.000028956,-0.9999889694,-1.000012885,-0.999869006,-0.9999548421,0.390625,nan,2.571336094e-06,8.147840142e-10,0.002974852443,-0.0005297811779,1.91380245e-11,4.120688491e-12,8.582627432
0.1033465601,0.0001698853417,-0.01624071692,0.008897822609,1.87323351,0,0.005122696865,0.9601238183,0,0.02321262213,7.964753257,0,-0.007808695973,3.424521821e-05,nan,-0.09284124681,4.33816443,85.74402976,1.608336657,3.138627512,nan,nan,-1.00002866,-0.9999889009,-1.000012775,-0.9998662647,-0.9999538481,0.390625,nan,1.665570504e-06,7.088386487e-10,0.002064718975,-0.0004964421694,1.905009483e-11,4.081020367e-12,9.197379743
0.1035164454,0.0001591125721,-0.01769764371,0.008893992505,1.968742955,0,0.005116784451,0.9981684421,0,0.02327739797,8.465001476,0,-0.007801823204,3.378482949e-05,nan,-0.1099465403,4.334346224,82.38747213,1.693367495,3.018422725,nan,nan,-1.000028391,-0.9999888382,-1.000012678,-0.9998649521,-0.9999546134,0.390625,nan,1.101832094e-06,6.172710859e-10,0.001459341222,-0.0004637109202,1.897837443e-11,4.045433274e-12,9.820091394
0.103675558,0.0001495130802,-0.01921284818,0.008890752512,2.063534955,0,0.005112115774,1.038811278,0,0.02333856525,8.967729017,0,-0.007795396411,3.337174246e-05,nan,-0.1230405125,4.330775784,72.79155109,1.778007122,2.913413635,nan,nan,-1.000028146,-0.9999887793,-1.00001259,-0.9998646718,-0.9999520375,0.390625,nan,7.400670547e-07,5.38953032e-10,0.001044321634,-0.000432666222,1.886180101e-11,4.013218627e-12,10.45059066
0.1038250711,0.0001409096677,-0.02078307368,0.008887865871,2.157476112,0,0.005108290008,1.079649256,0,0.02339638794,9.472685601,0,-0.007789390926,3.299514714e-05,nan,-0.1332488953,4.327439403,70.66240916,1.861522882,2.820140464,nan,nan,-1.000027921,-0.9999887239,-1.000012512,-0.9998648166,-0.9999492442,0.390625,nan,5.013685017e-07,4.720830134e-10,0.0007517544031,-0.0004036453358,1.892042079e-11,3.984585113e-12,11.08866429
0.1039659807,0.0001331581964,-0.02240626926,0.008885268416,2.250753592,0,0.005104485945,1.121520124,0,0.02345106744,9.979721186,0,-0.007783779375,3.265012276e-05,nan,-0.1413213935,4.324321875,66.97698938,1.944144172,2.736897544,nan,nan,-1.000027713,-0.9999886716,-1.00001244,-0.9998651992,-0.9999462468,0.390625,nan,3.400475467e-07,4.149173008e-10,0.0005403993627,-0.0003767145013,1.888400547e-11,3.956342299e-12,11.73416314
0.1040991389,0.0001261414944,-0.02407968907,0.008883015977,2.343323287,0,0.005100762697,1.164114619,0,0.02350276315,10.48864158,0,-0.007778534327,3.233263077e-05,nan,-0.1477757152,4.321407959,65.21316034,2.026765717,2.662102628,nan,nan,-1.00002752,-0.9999886221,-1.000012375,-0.9998655167,-0.9999485094,0.390625,nan,2.288157686e-07,3.659037586e-10,0.0003844942437,-0.0003518031518,1.876587774e-11,3.931494056e-12,12.38688353
0.1042252804,0.0001197645112,-0.02580032544,0.008881095887,2.435012092,0,0.005097018304,1.206195839,0,0.0235516069,10.99902386,0,-0.0077736295,3.203930685e-05,nan,-0.1529791842,4.318683056,63.90412637,2.108757524,2.594346124,nan,nan,-1.000027341,-0.9999885751,-1.000012315,-0.9998657923,-0.9999452496,0.390625,nan,1.508670323e-07,3.237267412e-10,0.0002674652612,-0.0003287838549,1.879918443e-11,3.907496618e-12,13.04643575
0.1043450449,0.000113947271,-0.02756652739,0.008879497663,2.525839777,0,0.005093841925,1.247635586,0,0.02359771385,11.51053564,0,-0.007769040196,2.59681274e-05,nan,-0.1486798296,4.316133442,63.06788721,2.189406337,2.533405194,nan,nan,-1.000027219,-0.9999885305,-1.000012261,-0.9998660401,-0.9999498071,0.390625,nan,-1.051949227e-07,2.808927155e-10,-0.0001967267115,-0.0003008816813,1.872879629e-11,3.884751953e-12,13.71248285
0.1044589922,0.0001086223482,-0.02937606903,0.008878178624,2.615831992,0,0.005090743169,1.288586426,0,0.02364118787,12.02286971,0,-0.007764743637,2.581473862e-05,nan,-0.1499447655,4.313746465,62.20310688,2.269875712,2.476978882,nan,nan,-1.000027104,-0.999988488,-1.00001221,-0.9998662683,-0.99995614,0.390625,nan,-6.332204934e-08,2.500723594e-10,-0.0001244964271,-0.0002817041059,1.864997046e-11,3.866128232e-12,14.384701
0.1045676146,0.0001037326056,-0.03122657574,0.008877124711,2.704992277,0,0.005087592815,1.329220245,0,0.02368212554,12.53572881,0,-0.007760718945,2.5671018e-05,nan,-0.1514422846,4.311510525,61.43711821,2.349068539,2.425077742,nan,nan,-1.000026997,-0.9999884475,-1.000012164,-0.9998664819,-0.9999757584,0.390625,nan,-4.037170312e-08,2.232186728e-10,-8.327901679e-05,-0.000263921751,1.857669574e-11,3.850365714e-12,15.06276634
0.1046713472,9.922950158e-05,-0.03311663204,0.008876294263,2.793337045,0,0.005085243012,1.369543835,0,0.02372061851,13.04879224,0,-0.007756947052,2.553599833e-05,nan,-0.153033214,4.309415029,60.74943571,2.42730471,2.377031643,nan,nan,-1.000026895,-0.9999884088,-1.000012121,-0.9998666845,-0.9999753687,0.390625,nan,-2.698574131e-08,1.997305908e-10,-5.829695538e-05,-0.0002474065061,1.864597365e-11,3.833227072e-12,15.74632519
0.1047705767,9.507132577e-05,-0.0350451392,0.008875700602,2.880887592,0,0.005082471677,1.409700887,0,0.02375675519,13.5617548,0,-0.00775341056,2.540884111e-05,nan,-0.1546300512,4.307450311,59.98297957,2.503765789,2.332528582,nan,nan,-1.000026799,-0.9999883717,-1.000012081,-0.9998668715,-0.9999740757,0.390625,nan,-1.939224809e-08,1.791165156e-10,-4.37975645e-05,-0.0002320497653,1.853761589e-11,3.81567046e-12,16.43502904
0.104865648,9.122161277e-05,-0.03701088167,0.008875345378,2.967727587,0,0.00507954412,1.450635856,0,0.02379062216,14.07441369,0,-0.007750093602,2.528881464e-05,nan,-0.1561812351,4.305607556,58.42235404,2.578713192,2.291496359,nan,nan,-1.000026708,-0.9999883362,-1.000012043,-0.9998670519,-0.9999726429,0.390625,nan,-1.518973363e-08,1.609539509e-10,-3.580895107e-05,-0.0002177360467,1.8543167e-11,3.799153301e-12,17.12861626
0.1049568696,8.764927362e-05,-0.03901228761,0.008875234475,3.053822403,0,0.005077172706,1.492242062,0,0.02382230358,14.58646897,0,-0.007746981715,2.517527771e-05,nan,-0.157658153,4.30387873,57.88733156,2.653589171,2.253467418,nan,nan,-1.000026622,-0.9999883021,-1.000012009,-0.9998672264,-0.9999711567,0.390625,nan,-1.292432893e-08,1.449012179e-10,-3.175599821e-05,-0.0002043773318,1.857469734e-11,3.784276511e-12,17.82673074
0.1050445189,8.432711315e-05,-0.04104778134,0.008875349056,3.139192518,0,0.005075166492,1.534212927,0,0.02385188211,15.0976494,0,-0.007744061686,2.506766426e-05,nan,-0.1590463231,4.302256492,57.35763288,2.72841092,2.218318099,nan,nan,-1.00002654,-0.9999882694,-1.000011976,-0.9998673953,-0.9999689588,0.390625,nan,-1.174686741e-08,1.306692805e-10,-3.004083798e-05,-0.0001918902136,1.852940024e-11,3.769757852e-12,18.52903463
0.105128846,8.123127135e-05,-0.04311619082,0.008875650991,3.223856665,0,0.005073252257,1.576055168,0,0.02387943876,15.60770491,0,-0.007741321433,2.496547388e-05,nan,-0.1603398494,4.30073413,56.32656365,2.803174231,2.186064611,nan,nan,-1.000026462,-0.9999882379,-1.000011945,-0.9998675581,-0.9999676681,0.390625,nan,-1.116085419e-08,1.1801198e-10,-2.966817118e-05,-0.0001801961192,1.856026444e-11,3.756514118e-12,19.23520307
0.1052100773,7.834085275e-05,-0.0452163634,0.008876079819,3.30782279,0,0.00507113135,1.617552076,0,0.02390505267,16.11637397,0,-0.007738749893,2.486826172e-05,nan,-0.1615378545,4.299305496,55.5659853,2.87706389,2.156260318,nan,nan,-1.000026388,-0.9999882075,-1.000011917,-0.9998677149,-0.9999659069,0.390625,nan,-1.088314601e-08,1.067230741e-10,-3.003407304e-05,-0.0001692274884,1.855871012e-11,3.743497453e-12,19.94489395
0.1052884181,7.56370632e-05,-0.04734732203,0.00887667878,3.391123227,0,0.005069011917,1.658699344,0,0.0239288013,16.62351917,0,-0.007736336915,2.477563067e-05,nan,-0.1626424263,4.297964953,54.97240237,2.950608281,2.128752883,nan,nan,-1.000026316,-0.9999881782,-1.00001189,-0.9998678659,-0.999964023,0.390625,nan,-1.075030177e-08,9.662819092e-11,-3.076368548e-05,-0.0001589247632,1.849298492e-11,3.729718171e-12,20.65786182
0.1053640552,7.310350683e-05,-0.04950789602,0.008877452085,3.473807664,0,0.005066904368,1.699514847,0,0.02395076024,17.12891656,0,-0.007734073187,2.468722649e-05,nan,-0.1636574015,4.296707326,54.55413415,3.023388517,2.103592824,nan,nan,-1.000026248,-0.99998815,-1.000011865,-0.9998680115,-0.9999623487,0.390625,nan,-1.066743135e-08,8.757667059e-11,-3.161948748e-05,-0.0001492318185,1.849942421e-11,3.719142833e-12,21.37380363
0.1054371587,7.072578644e-05,-0.05169723059,0.0088784004,3.555873967,0,0.005064843874,1.739955402,0,0.02397100295,17.63230602,0,-0.00773195014,2.460273127e-05,nan,-0.1645875781,4.295527856,54.13167227,3.094726351,2.080093846,nan,nan,-1.000026183,-0.9999881226,-1.000011841,-0.9998681522,-0.9999603403,0.390625,nan,-1.058157451e-08,7.944172626e-11,-3.245383207e-05,-0.0001401011515,1.854671972e-11,3.708566566e-12,22.09236657
0.1055078845,6.849098246e-05,-0.05391420239,0.008879514054,3.637325349,0,0.005062659928,1.779981874,0,0.02398960078,18.13346334,0,-0.007729959874,2.452185873e-05,nan,-0.1654381847,4.294422152,53.71077395,3.165101455,2.058064879,nan,nan,-1.000026121,-0.9999880962,-1.000011818,-0.9998682881,-0.9999581016,0.390625,nan,-1.046648066e-08,7.211083266e-11,-3.318192911e-05,-0.0001314831039,1.85720328e-11,3.69732126e-12,22.81322218
0.1055763754,6.638752556e-05,-0.05615733985,0.008880799131,3.718135999,0,0.005060480341,1.819644833,0,0.02400662279,18.63217476,0,-0.007728095096,2.444435028e-05,nan,-0.1662145486,4.293386165,53.26576056,3.235267651,2.037696404,nan,nan,-1.00002606,-0.9999880706,-1.000011796,-0.9998684196,-0.9999634912,0.40625,nan,-1.031127706e-08,6.549329802e-11,-3.375849558e-05,-0.0001233444123,1.849231879e-11,3.685089001e-12,23.53604818
0.105642763,6.440491411e-05,-0.05842612235,0.00888225365,3.798364313,0,0.005058390308,1.858996956,0,0.02402213582,19.12828393,0,-0.007726349065,2.436997177e-05,nan,-0.1669219271,4.292416147,52.8709342,3.30481172,2.018957316,nan,nan,-1.000026003,-0.9999880458,-1.000011776,-0.999868547,-0.9999738729,0.40625,nan,-1.011295899e-08,5.95055545e-11,-3.41602756e-05,-0.0001156455779,1.848277087e-11,3.673767409e-12,24.26057113
0.1057071679,6.253376613e-05,-0.06071973027,0.008883873714,3.878021203,0,0.005056342068,1.897977487,0,0.02403620431,19.62161834,0,-0.007724715543,2.429851081e-05,nan,-0.1675653354,4.291508635,52.49009289,3.373866944,2.001733192,nan,nan,-1.000025947,-0.9999880218,-1.000011757,-0.9998686704,-0.999974336,0.40625,nan,-9.874035142e-09,5.407561592e-11,-3.438198816e-05,-0.0001083517727,1.848876607e-11,3.664607629e-12,24.98650084
0.1057697017,6.076561793e-05,-0.06303733445,0.008885659649,3.957114852,0,0.00505428763,1.93664939,0,0.02404889036,20.11201636,0,-0.007723188749,2.422977416e-05,nan,-0.1681495222,4.290660416,52.11354025,3.442222805,1.985782615,nan,nan,-1.000025893,-0.9999879984,-1.000011738,-0.9998687901,-0.9999784773,0.40625,nan,-9.59912916e-09,4.914321526e-11,-3.442692946e-05,-0.0001014359649,1.847566544e-11,3.654945489e-12,25.71355403
0.1058304673,5.909280704e-05,-0.06537812134,0.008887609829,4.035653291,0,0.00505222726,1.974958706,0,0.02406025368,20.59933333,0,-0.007721763319,2.416358557e-05,nan,-0.1686789222,4.28986851,51.73974193,3.509201314,1.971168663,nan,nan,-1.000025841,-0.9999879758,-1.000011721,-0.9998689063,-0.9999775852,0.40625,nan,-9.293854626e-09,4.465479604e-11,-3.430398431e-05,-9.487172499e-05,1.844946418e-11,3.644999855e-12,26.44145842
0.1058895601,5.750838721e-05,-0.06774111029,0.008889722393,4.113646112,0,0.005050160701,2.012925323,0,0.02407035164,21.08343474,0,-0.007720434264,2.409978395e-05,nan,-0.1691576353,4.289130147,51.37155121,3.575194962,1.957761354,nan,nan,-1.000025791,-0.9999879537,-1.000011704,-0.9998690192,-0.9999805681,0.40625,nan,-8.964827741e-09,4.056100091e-11,-3.402821984e-05,-8.862959189e-05,1.844546738e-11,3.636068705e-12,27.16994991
0.1059470685,5.600604787e-05,-0.07012567091,0.008891995323,4.191102436,0,0.005048083341,2.050473898,0,0.02407923926,21.56419698,0,-0.007719196945,2.403822183e-05,nan,-0.169589512,4.288442747,51.0125105,3.641874417,1.945328537,nan,nan,-1.000025743,-0.9999879322,-1.000011688,-0.999869129,-0.9999797948,0.40625,nan,-8.616189211e-09,3.682222422e-11,-3.360785792e-05,-8.269064523e-05,1.841837793e-11,3.626961404e-12,27.89877271
0.1060030745,5.458004868e-05,-0.0725309488,0.008894424356,4.26802857,0,0.005045989859,2.087698631,0,0.02408696928,22.04150486,0,-0.00771804705,2.397876387e-05,nan,-0.1699780923,4.287803917,50.65981281,3.704395641,1.933910919,nan,nan,-1.000025696,-0.9999879114,-1.000011673,-0.9998692357,-0.9999789508,0.40625,nan,-8.25316316e-09,3.34006398e-11,-3.305724652e-05,-7.703094819e-05,1.843236674e-11,3.618796987e-12,28.62767692
0.1060576546,5.322516037e-05,-0.07495609402,0.008897009717,4.344428669,0,0.005043892777,2.124660399,0,0.02409359219,22.51524835,0,-0.007716980528,2.392128563e-05,nan,-0.1703266395,4.287211405,50.31424764,3.766577174,1.923663454,nan,nan,-1.00002565,-0.999987891,-1.000011659,-0.9998693397,-0.9999780492,0.40625,nan,-7.881330312e-09,3.026680462e-11,-3.239444564e-05,-7.163761123e-05,1.844502329e-11,3.609513068e-12,29.35641695
0.1061108797,5.193657525e-05,-0.07740040654,0.008899749992,4.420317544,0,0.005041796777,2.161258127,0,0.02409915635,22.98534542,0,-0.00771599361,2.386567245e-05,nan,-0.1706381941,4.286663116,49.97905213,3.828763679,1.914480473,nan,nan,-1.000025606,-0.9999878712,-1.000011645,-0.999869441,-0.9999798593,0.40625,nan,-7.502204504e-09,2.73906629e-11,-3.162277127e-05,-6.64894131e-05,1.844768782e-11,3.601583181e-12,30.08477152
0.1061628163,5.070990947e-05,-0.07986310826,0.008902634461,4.495701729,0,0.005039811138,2.197627811,0,0.02410370793,23.45171327,0,-0.007715082774,2.381181849e-05,nan,-0.170915522,4.286157097,49.64549246,3.890588413,1.906426789,nan,nan,-1.000025564,-0.9999878518,-1.000011632,-0.9998695397,-0.9999795714,0.40625,nan,-7.119806993e-09,2.474540164e-11,-3.075708708e-05,-6.156618845e-05,1.84052773e-11,3.593447516e-12,30.81251803
0.1062135262,4.954109676e-05,-0.08234364039,0.008905651488,4.570603661,0,0.005037933891,2.234150941,0,0.02422719374,23.91431078,0,-0.00771424473,2.37596259e-05,nan,-0.1711611809,4.285691517,49.32653229,3.951330957,1.899298992,nan,nan,-1.000025522,-0.9999878329,-1.000011619,-0.999869636,-0.9999781936,0.40625,nan,-6.736679488e-09,2.231170396e-11,-2.980744625e-05,-5.686053397e-05,1.838929009e-11,3.584722417e-12,31.53947131
0.1062630673,4.842641714e-05,-0.08484145042,0.008908804698,4.645044469,0,0.00503606835,2.270808558,0,0.02448064033,24.37309607,0,-0.007713476394,2.370900432e-05,nan,-0.1713775654,4.285264663,49.02533842,4.010949393,1.893026513,nan,nan,-1.000025482,-0.9999878145,-1.000011607,-0.9998697299,-0.9999773064,0.40625,nan,-6.354288687e-09,2.006788732e-11,-2.878018318e-05,-5.23543815e-05,1.836797381e-11,3.576781238e-12,32.26544709
0.1063114937,4.736251066e-05,-0.08735573327,0.008912089774,4.719019179,0,0.00503415763,2.307405471,0,0.02471849629,24.82799038,0,-0.007712774877,2.365986991e-05,nan,-0.1715668248,4.284874931,48.73403382,4.070336928,1.887473871,nan,nan,-1.000025443,-0.9999877964,-1.000011595,-0.9998698217,-0.9999762909,0.40625,nan,-5.975737607e-09,1.799707049e-11,-2.768987186e-05,-4.803730252e-05,1.833488916e-11,3.568988083e-12,32.99022747
0.1063588562,4.634626979e-05,-0.0898856669,0.008915494091,4.792521283,0,0.005032139267,2.343752301,0,0.02494022065,25.27893091,0,-0.007712137467,2.361214489e-05,nan,-0.1717309381,4.284520815,48.43557254,4.128658556,1.88268796,nan,nan,-1.000025405,-0.9999877788,-1.000011584,-0.9998699114,-0.9999750521,0.40625,nan,-5.602529551e-09,1.608261013e-11,-2.654481615e-05,-4.389544072e-05,1.826983009e-11,3.561399711e-12,33.7136086
0.1064052025,4.537482353e-05,-0.09243040522,0.008919035728,4.865534337,0,0.005030097452,2.380045017,0,0.02514532383,25.72586503,0,-0.007711561614,2.356575686e-05,nan,-0.1718717003,4.284200897,48.1292537,4.187244489,1.87876101,nan,nan,-1.000025368,-0.9999877616,-1.000011573,-0.999869999,-0.9999737192,0.40625,nan,-5.23643056e-09,1.431055041e-11,-2.535527386e-05,-3.991848799e-05,1.82220905e-11,3.55425385e-12,34.43539563
0.1064505773,4.444548299e-05,-0.09498951829,0.008922715362,4.938088882,0,0.00502804661,2.4161156,0,0.02540578901,26.16877339,0,-0.007711044928,2.352063845e-05,nan,-0.1719907831,4.283913849,47.87478823,4.245440523,1.875552,nan,nan,-1.000025331,-0.9999877447,-1.000011563,-0.9998700847,-0.9999772429,0.40625,nan,-4.877864267e-09,1.26682688e-11,-2.412564178e-05,-3.609660819e-05,1.815614326e-11,3.546905012e-12,35.15542851
0.1064950228,4.35557799e-05,-0.0975636293,0.008926528728,5.010186663,0,0.005025985474,2.452083739,0,0.02578558954,26.60762913,0,-0.007710585154,2.347672687e-05,nan,-0.1720897283,4.283658419,47.62517689,4.303092588,1.873225441,nan,nan,-1.000025296,-0.9999877282,-1.000011553,-0.9998701686,-0.9999827198,0.40625,nan,-4.527526994e-09,1.114536786e-11,-2.286192434e-05,-3.242344333e-05,1.814925987e-11,3.540015845e-12,35.87353971
0.1065385786,4.270342378e-05,-0.1001517183,0.008930473164,5.081834691,0,0.005023913756,2.487949547,0,0.02615438464,27.04241394,0,-0.00771018017,2.343396346e-05,nan,-0.1721699533,4.283433428,47.37712661,4.360215504,1.871706687,nan,nan,-1.000025262,-0.999987712,-1.000011543,-0.9998702507,-0.9999821374,0.40625,nan,-4.186120815e-09,9.73085057e-12,-2.15704616e-05,-2.888833486e-05,1.815880779e-11,3.534292476e-12,36.58957203
0.106581282,4.188629739e-05,-0.102753992,0.008934548808,5.153031431,0,0.005021793384,2.523583199,0,0.02651125422,27.47310952,0,-0.007709827978,2.339229344e-05,nan,-0.1722327588,4.283237766,47.13285869,4.416441315,1.87082703,nan,nan,-1.000025228,-0.9999876961,-1.000011534,-0.9998703312,-0.9999814614,0.40625,nan,-3.854039464e-09,8.41444555e-12,-2.025628908e-05,-2.548017623e-05,1.814526307e-11,3.527355561e-12,37.30336882
0.1066231683,4.110244485e-05,-0.1053684688,0.00893875299,5.223770284,0,0.005019606022,2.559185855,0,0.02685529957,27.89969466,0,-0.007709526693,2.33516654e-05,nan,-0.1722793409,4.283070385,46.87899293,4.4714422,1.870436947,nan,nan,-1.000025196,-0.9999876805,-1.000011525,-0.99987041,-0.9999848514,0.40625,nan,-3.531555896e-09,7.189571327e-12,-1.892397269e-05,-2.219677328e-05,1.814060013e-11,3.520365908e-12,38.01477031
0.1066642708,4.033980667e-05,-0.1079945003,0.008943090088,5.29405175,0,0.005017414432,2.594535852,0,0.02718565031,28.32936133,0,-0.007709274535,2.331203104e-05,nan,-0.1723108104,4.282930297,46.63030045,4.526409418,1.871102697,nan,nan,-1.000025163,-0.9999876653,-1.000011516,-0.9998704872,-0.999984357,0.546875,nan,-3.218730687e-09,6.047388318e-12,-1.75770413e-05,-1.902722311e-05,1.80906401e-11,3.513987058e-12,38.73345286
0.1067046106,3.960483015e-05,-0.1106318961,0.008947557492,5.363895081,0,0.005015238011,2.62958642,0,0.02750139194,28.756901,0,-0.00770906987,2.32733551e-05,nan,-0.1723281856,4.282816595,46.40295269,4.579432228,1.872034074,nan,nan,-1.000025132,-0.9999876503,-1.000011508,-0.999870563,-0.999983822,0.546875,nan,-2.914207179e-09,4.980291263e-12,-1.621529258e-05,-1.596650299e-05,1.805511296e-11,3.507376259e-12,39.45225858
0.1067442154,3.889908548e-05,-0.1132800445,0.008952153298,5.433281849,0,0.005013059156,2.664489958,0,0.02780171459,29.17985412,0,-0.007708911084,2.323559714e-05,nan,-0.17233241,4.28272838,46.16684983,4.630926251,1.873334725,nan,nan,-1.000025102,-0.9999876356,-1.0000115,-0.9998706373,-0.999983241,0.546875,nan,-2.619607794e-09,3.983233831e-12,-1.484685559e-05,-1.300731215e-05,1.803801553e-11,3.501194658e-12,40.16803945
0.1067831145,3.822106313e-05,-0.1159374224,0.008956871109,5.502212715,0,0.005010924144,2.69916212,0,0.02808587662,29.5981846,0,-0.007708796633,2.319871613e-05,nan,-0.1723243644,4.282664796,45.92672057,4.682548524,1.875084759,nan,nan,-1.000025072,-0.9999876212,-1.000011492,-0.9998707102,-0.9999862816,0.546875,nan,-2.335137929e-09,3.053317572e-12,-1.34749293e-05,-1.015175205e-05,1.802868965e-11,3.495018348e-12,40.88060018
0.1068213355,3.756929865e-05,-0.1186035375,0.008961713214,5.570694112,0,0.00500882457,2.733540196,0,0.02835318389,30.01190016,0,-0.007708725058,2.316267358e-05,nan,-0.1723048634,4.282625032,45.69402248,4.733364207,1.877189548,nan,nan,-1.000025042,-0.999987607,-1.000011484,-0.9998707817,-0.9999858659,0.546875,nan,-2.060591603e-09,2.182191126e-12,-1.210175311e-05,-7.384217548e-06,1.799205229e-11,3.488691205e-12,41.58981019
0.1068589048,3.694242769e-05,-0.121277775,0.008966678057,5.638727025,0,0.005006713603,2.767655415,0,0.02860298983,30.42101379,0,-0.007708694981,2.312743323e-05,nan,-0.1722746573,4.282608323,45.45735595,4.786529758,1.879700596,nan,nan,-1.000025014,-0.9999875931,-1.000011477,-0.999870852,-0.9999854091,0.546875,nan,-1.795785277e-09,1.369774313e-12,-1.072963673e-05,-4.715568519e-06,1.793054594e-11,3.482736644e-12,42.29554195
0.1068958473,3.633917153e-05,-0.123959602,0.008971763839,5.706315248,0,0.005004591153,2.801606309,0,0.02883469966,30.82554485,0,-0.007708705096,2.309296095e-05,nan,-0.1722344405,4.282613942,45.22332691,4.840276413,1.882609449,nan,nan,-1.000024986,-0.9999875794,-1.00001147,-0.999870921,-0.99998445,0.546875,nan,-1.540431031e-09,6.074087879e-13,-9.360173499e-06,-2.126547739e-06,1.794142612e-11,3.477024865e-12,42.99767811
0.1069321864,3.575833323e-05,-0.1266485113,0.008976968701,5.773462311,0,0.005002457235,2.835449909,0,0.02904777315,31.22551748,0,-0.007708754169,2.305922455e-05,nan,-0.1721848587,4.282641205,44.9996127,4.892937583,1.886016593,nan,nan,-1.000024958,-0.9999875659,-1.000011463,-0.9998709888,-0.9999848358,0.546875,nan,-1.294217038e-09,-1.07477983e-13,-7.994684674e-06,3.825279051e-07,1.793054594e-11,3.471480582e-12,43.69610826
0.1069679448,3.519879139e-05,-0.1293447581,0.008982291032,5.840170429,0,0.00500032157,2.869040756,0,0.02924172701,31.62096034,0,-0.007708841031,2.302619371e-05,nan,-0.1721265102,4.282689461,44.77758388,4.945052962,1.89009297,nan,nan,-1.000024931,-0.9999875527,-1.000011457,-0.9998710555,-0.9999843628,0.546875,nan,-1.056836237e-09,-7.78323607e-13,-6.634384855e-06,2.815130606e-06,1.795430471e-11,3.465704013e-12,44.39072872
0.1070031436,3.465949424e-05,-0.1320472208,0.008987722036,5.906445162,0,0.004998145175,2.90235943,0,0.02941613678,32.01190637,0,-0.007708964573,2.299383973e-05,nan,-0.1720599499,4.282758096,44.56440522,4.997033889,1.894701758,nan,nan,-1.000024905,-0.9999875397,-1.00001145,-0.9998711211,-0.9999837948,0.546875,nan,-8.280030031e-10,-1.407581802e-12,-5.280489582e-06,5.171974587e-06,1.79074533e-11,3.45988645e-12,45.0814426
0.1070378031,3.413945995e-05,-0.1347553658,0.008993244282,5.972283209,0,0.004995917612,2.935389476,0,0.02957063911,32.3983836,0,-0.007709123745,2.296213559e-05,nan,-0.1719856928,4.282846525,44.33456163,5.048062731,1.899688561,nan,nan,-1.000024879,-0.9999875268,-1.000011444,-0.9998711856,-0.9999831083,0.546875,nan,-6.073841591e-10,-2.000592132e-12,-3.933778371e-06,7.465169383e-06,1.78845827e-11,3.454219498e-12,45.76815223
