time,dt,Fs_vertical_av,L2FsVertDiffusion,L2FsVertFluid,L2FsVertFrame,L1FsVertDiffusion,L1FsVertFluid,L1FsVertFrame,L0FsVertDiffusion,L0FsVertFluid,L0FsVertFrame,Fs_top,Fs_bottom,Fs_sponge,Fh_bottom,Fh_top,dUdt,dSdt,dTdt,chimneySpacing,chimneyWidth,horizontallyAveragedSalinity_0,horizontallyAveragedSalinity_20,horizontallyAveragedSalinity_40,horizontallyAveragedSalinity_60,averageLiquidSalinity,mushyLayerDepth,Nusselt,Fh_abs_mismatch,Fs_abs_mismatch,Fh_rel_mismatch,Fs_rel_mismatch,LambdaMax,LambdaSum,maxVel
time,dt,Fs_vertical_av,L2FsVertDiffusion,L2FsVertFluid,L2FsVertFrame,L1FsVertDiffusion,L1FsVertFluid,L1FsVertFrame,L0FsVertDiffusion,L0FsVertFluid,L0FsVertFrame,Fs_top,Fs_bottom,Fs_sponge,Fh_bottom,Fh_top,dUdt,dSdt,dTdt,chimneySpacing,chimneyWidth,horizontallyAveragedSalinity_0,horizontallyAveragedSalinity_20,horizontallyAveragedSalinity_40,horizontallyAveragedSalinity_60,averageLiquidSalinity,mushyLayerDepth,Nusselt,Fh_abs_mismatch,Fs_abs_mismatch,Fh_rel_mismatch,Fs_rel_mismatch,LambdaMax,LambdaSum,maxVel
0.1110870976,1.171726795e-05,-0.3825114476,0.01096981068,15.1216498,0,0.005240339239,8.443504063,0,0.08325716488,76.70691988,0,-0.008158111926,2.008231082e-05,nan,-0.1305557122,4.532284403,51.19440619,9.93339054,3.675357437,nan,nan,-1.000022335,-0.9999860768,-1.000011253,-0.999877753,-0.9897452507,0.515625,nan,8.166013718e-09,-1.655080712e-11,0.0001492436871,0.0001724638772,0.0003092283281,2.233309803e-05,114.1248959
0.1110988149,1.170035758e-05,-0.3843264861,0.01097716978,15.14352704,0,0.005242240078,8.460838426,0,0.0826479027,76.79581107,0,-0.008161019559,2.007581261e-05,nan,-0.1303957325,4.533899755,51.10719031,9.937839874,3.699228869,nan,nan,-1.000022328,-0.9999860728,-1.000011253,-0.9998777663,-0.9897097069,0.515625,nan,8.174138182e-09,-1.655928993e-11,0.0001495648563,0.0001727443664,0.00030985707,2.240975889e-05,114.2316531
0.1111105153,1.168375766e-05,-0.3861101456,0.01098431753,15.16523602,0,0.005244076655,8.477985943,0,0.08195879736,76.88446642,0,-0.008163933016,2.006933159e-05,nan,-0.1302359546,4.535518342,51.03625849,9.943430786,3.721954303,nan,nan,-1.000022322,-0.9999860688,-1.000011254,-0.9998777795,-0.9896379367,0.515625,nan,8.182311643e-09,-1.657000644e-11,0.0001498839111,0.0001730444987,0.0003104016931,2.247785348e-05,114.3366734
0.111122199,1.166749748e-05,-0.3878814347,0.01099075025,15.18697192,0,0.005245815969,8.495102738,0,0.08120052622,76.97297279,0,-0.008166852308,2.006286818e-05,nan,-0.1300763755,4.537140171,51.09721663,9.948966303,3.72400461,nan,nan,-1.000022316,-0.9999860648,-1.000011255,-0.9998777927,-0.9895861502,0.515625,nan,8.190678094e-09,-1.657951736e-11,0.0001502032625,0.0001733281305,0.0003106363135,2.254261948e-05,114.4398887
0.1111338665,1.165154116e-05,-0.3896507421,0.01099627131,15.20893604,0,0.005247392475,8.512415969,0,0.08016349841,77.06135708,0,-0.008169777474,2.005642178e-05,nan,-0.1299169918,4.538765263,51.48201048,9.954741454,3.698543942,nan,nan,-1.00002231,-0.9999860608,-1.000011255,-0.9998778058,-0.9895636995,0.515625,nan,8.199325976e-09,-1.659084295e-11,0.0001505241279,0.0001736263529,0.0003110028288,2.26217759e-05,114.5414963
0.111145518,1.163588324e-05,-0.3914241872,0.0110015583,15.23112802,0,0.005248823839,8.529865329,0,0.07900963846,77.1499296,0,-0.008172708541,2.004999201e-05,nan,-0.1297578003,4.540393634,51.84313354,9.959947935,3.668961094,nan,nan,-1.000022303,-0.9999860568,-1.000011256,-0.9998778188,-0.9895324324,0.515625,nan,8.208201034e-09,-1.660202301e-11,0.0001508459476,0.0001739191815,0.0003114486894,2.270304252e-05,114.641495
0.1111571539,1.162040324e-05,-0.3931843248,0.01100686263,15.25333713,0,0.005250290513,8.547291315,0,0.07777743807,77.23947667,0,-0.008175645538,2.004357887e-05,nan,-0.1295987982,4.542025299,51.73193702,9.965826316,3.653733541,nan,nan,-1.000022297,-0.9999860528,-1.000011257,-0.9998778318,-0.9895104767,0.515625,nan,8.217297245e-09,-1.661279666e-11,0.0001511686562,0.0001742039181,0.000312438706,2.277820016e-05,114.7395418
0.1111687743,1.160513386e-05,-0.3949425514,0.0110122004,15.27553445,0,0.005252014907,8.564903975,0,0.07909656394,77.32937035,0,-0.008178588505,2.003718193e-05,nan,-0.129439984,4.543660281,51.65688212,9.973764741,3.644273128,nan,nan,-1.000022291,-0.9999860488,-1.000011257,-0.9998778446,-0.9894765586,0.515625,nan,8.226561014e-09,-1.662570316e-11,0.0001514928113,0.0001745089738,0.0003140919932,2.286497096e-05,114.8356136
0.1111803795,1.159009623e-05,-0.3967054566,0.01101759686,15.29766101,0,0.005253877774,8.582533638,0,0.08034379849,77.41934734,0,-0.008181537497,2.003080146e-05,nan,-0.129281356,4.545298609,51.56356552,9.984685808,3.641827926,nan,nan,-1.000022285,-0.9999860448,-1.000011258,-0.9998778574,-0.9894542902,0.515625,nan,8.236055311e-09,-1.663727068e-11,0.0001518191329,0.0001747974216,0.000315629678,2.296190948e-05,114.9298029
0.1111919696,1.157523571e-05,-0.3984878933,0.01102298669,15.3196395,0,0.005255693085,8.600136217,0,0.08149563296,77.5094678,0,-0.008184492576,2.002443713e-05,nan,-0.129122912,4.54694032,51.53190976,9.995756513,3.638631106,nan,nan,-1.000022279,-0.9999860409,-1.000011259,-0.9998778701,-0.9894256291,0.515625,nan,8.245797629e-09,-1.66516166e-11,0.0001521476522,0.0001751121745,0.0003170366499,2.30579086e-05,115.0219982
0.1112035448,1.156051729e-05,-0.4002718636,0.01102838804,15.34151924,0,0.005257629089,8.617675992,0,0.08254926829,77.59962512,0,-0.008187453741,2.001808834e-05,nan,-0.1289646507,4.548585412,51.56371994,10.00662185,3.632990003,nan,nan,-1.000022273,-0.9999860369,-1.000011259,-0.9998778828,-0.9893942389,0.515625,nan,8.255618726e-09,-1.666456767e-11,0.0001524759471,0.0001754101851,0.0003183483872,2.31512155e-05,115.1123252
0.1112151053,1.154591447e-05,-0.402047352,0.01103388998,15.36334758,0,0.00525952191,8.635148198,0,0.08350229759,77.68961948,0,-0.008190420971,2.001175581e-05,nan,-0.1288065711,4.550233873,51.54536297,10.01685943,3.626601748,nan,nan,-1.000022266,-0.999986033,-1.00001126,-0.9998778954,-0.9893694767,0.515625,nan,8.265411781e-09,-1.667781109e-11,0.0001528024889,0.0001757096993,0.0003196084077,2.323190462e-05,115.2007216
0.1112266512,1.153141528e-05,-0.4038136471,0.01103957458,15.38510104,0,0.005261428726,8.652600426,0,0.0843526473,77.77915931,0,-0.008193394244,2.000543865e-05,nan,-0.1286486726,4.551885691,51.52591833,10.02936011,3.618556156,nan,nan,-1.00002226,-0.999986029,-1.000011261,-0.9998779079,-0.9893479996,0.515625,nan,8.275187106e-09,-1.669092313e-11,0.0001531278017,0.0001760066447,0.0003207730316,2.330907732e-05,115.2871449
0.1112381826,1.151703328e-05,-0.4055611045,0.01104553054,15.40678994,0,0.005263417282,8.670048965,0,0.0850985971,77.86762486,0,-0.008196373539,1.99991373e-05,nan,-0.128490955,4.553540855,51.47598352,10.04260267,3.612769689,nan,nan,-1.000022254,-0.9999860251,-1.000011262,-0.9998779203,-0.9893184255,0.515625,nan,8.284910426e-09,-1.670333747e-11,0.0001534513964,0.0001762952103,0.0003218573953,2.338721598e-05,115.3717591
0.1112496997,1.150275966e-05,-0.4072930994,0.01105176266,15.42836345,0,0.00526567212,8.687385311,0,0.08573877007,77.95476533,0,-0.008199358836,1.999285124e-05,nan,-0.1283334174,4.555199353,51.37232863,10.05624997,3.6129423,nan,nan,-1.000022248,-0.9999860211,-1.000011262,-0.9998779326,-0.9892888522,0.515625,nan,8.294610182e-09,-1.671839515e-11,0.0001537736048,0.0001766104515,0.0003228189211,2.346320066e-05,115.4544854
0.1112612024,1.14885082e-05,-0.4090139228,0.01105806127,15.44985015,0,0.005268173323,8.704603334,0,0.0862721079,78.04106359,0,-0.008202350117,1.998658073e-05,nan,-0.1281760595,4.556861176,51.25508343,10.06941507,3.604082198,nan,nan,-1.000022242,-0.9999860172,-1.000011263,-0.9998779449,-0.9892683133,0.515625,nan,8.304287149e-09,-1.672995556e-11,0.0001540945452,0.0001768876388,0.0003240374689,2.353827513e-05,115.5352656
0.1112726909,1.147427663e-05,-0.4107241719,0.01106445963,15.47127904,0,0.005270832498,8.721771567,0,0.08669784074,78.12638449,0,-0.008205347359,1.99803253e-05,nan,-0.1280188819,4.558526311,51.20051631,10.08098374,3.586008073,nan,nan,-1.000022236,-0.9999860133,-1.000011264,-0.9998779571,-0.9892437727,0.515625,nan,8.313845862e-09,-1.674319837e-11,0.0001544135901,0.0001771828061,0.0003255881908,2.36113567e-05,115.6141207
0.1112841652,1.146019696e-05,-0.4124596037,0.01107101816,15.49248643,0,0.005273443033,8.738855248,0,0.0870155307,78.2099013,0,-0.008208350568,1.997408521e-05,nan,-0.1278618853,4.56019476,51.06724825,10.09098324,3.567992755,nan,nan,-1.00002223,-0.9999860094,-1.000011265,-0.9998779693,-0.9892239888,0.515625,nan,8.323370679e-09,-1.675624272e-11,0.0001547323315,0.0001774761128,0.0003271926639,2.368073383e-05,115.6909506
0.1112956254,1.144628407e-05,-0.4142315846,0.01107766807,15.51333204,0,0.005275921596,8.755709376,0,0.08722508254,78.29155315,0,-0.008211359773,1.996786038e-05,nan,-0.1277050685,4.56186654,50.98762369,10.10079808,3.552722671,nan,nan,-1.000022224,-0.9999860055,-1.000011265,-0.9998779813,-0.9891960105,0.515625,nan,8.333012256e-09,-1.676972426e-11,0.0001550517838,0.0001777722428,0.0003287939996,2.375023483e-05,115.7656197
0.1113070717,1.143255317e-05,-0.4160087338,0.01108438045,15.5339606,0,0.005278300045,8.772386411,0,0.08731333238,78.37138359,0,-0.008214374982,1.996165033e-05,nan,-0.1275484302,4.563541656,50.85441641,10.11012718,3.544750609,nan,nan,-1.000022218,-0.9999860016,-1.000011266,-0.9998779933,-0.9891744183,0.515625,nan,8.342742574e-09,-1.678279542e-11,0.0001553712108,0.0001780619656,0.0003303094043,2.381779945e-05,115.8382229
0.1113185043,1.141905401e-05,-0.4178021956,0.01109110478,15.55428135,0,0.005280573315,8.788851877,0,0.0872769397,78.44911373,0,-0.008217396201,1.995545529e-05,nan,-0.1273919688,4.565220112,50.72893093,10.11935595,3.538529003,nan,nan,-1.000022212,-0.9999859977,-1.000011267,-0.9998780053,-0.989154778,0.515625,nan,8.352566961e-09,-1.679674855e-11,0.0001556904887,0.0001783587354,0.0003317404784,2.388382434e-05,115.9088633
0.1113299233,1.140581435e-05,-0.4195773636,0.01109782284,15.57444809,0,0.005282730444,8.805167582,0,0.08715530748,78.52509651,0,-0.008220423452,1.994927488e-05,nan,-0.127235682,4.566901918,50.66617608,10.12773998,3.53464367,nan,nan,-1.000022206,-0.9999859938,-1.000011267,-0.9998780171,-0.9891371738,0.515625,nan,8.36256843e-09,-1.681047732e-11,0.0001560104686,0.000178650017,0.0003330666465,2.394752804e-05,115.977616
0.1113413291,1.13928465e-05,-0.4213251409,0.0111046596,15.59453947,0,0.005284782692,8.821379148,0,0.0869771549,78.60784927,0,-0.008223456759,1.994310922e-05,nan,-0.1270795672,4.568587088,50.59868477,10.1365678,3.540741418,nan,nan,-1.0000222,-0.9999859899,-1.000011268,-0.9998780289,-0.9891032379,0.515625,nan,8.372762284e-09,-1.682456382e-11,0.0001563310352,0.0001789415309,0.0003343498558,2.400981841e-05,116.0444097
0.111352722,1.13801621e-05,-0.4230427562,0.0111113878,15.61453994,0,0.005286736076,8.837479354,0,0.08668193685,78.68930762,0,-0.008226496153,1.993695765e-05,nan,-0.1269236216,4.57027564,50.51603626,10.14571198,3.546434481,nan,nan,-1.000022194,-0.999985986,-1.000011269,-0.9998780406,-0.989075181,0.515625,nan,8.383210318e-09,-1.684003991e-11,0.00015665315,0.0001792440424,0.000335587249,2.407171141e-05,116.1092084
0.1113641021,1.13677706e-05,-0.4247331036,0.01111785124,15.63455234,0,0.005288570682,8.853917762,0,0.08627394518,78.76919131,0,-0.008229541667,1.993082036e-05,nan,-0.1267678421,4.571967593,50.57773862,10.15434536,3.551735852,nan,nan,-1.000022188,-0.9999859821,-1.00001127,-0.9998780523,-0.9890395204,0.515625,nan,8.393888929e-09,-1.685448177e-11,0.0001569761876,0.0001795315486,0.0003367753686,2.413609127e-05,116.1721575
0.1113754699,1.135567248e-05,-0.426414872,0.01112399836,15.65455239,0,0.005290296479,8.870434482,0,0.0857732639,78.84758773,0,-0.008232593338,1.992469681e-05,nan,-0.1266122255,4.573662965,50.65754855,10.16237374,3.560620179,nan,nan,-1.000022182,-0.9999859782,-1.00001127,-0.9998780639,-0.9889997438,0.515625,nan,8.404835503e-09,-1.68718883e-11,0.0001573006914,0.0001798464661,0.0003379229058,2.420055579e-05,116.2333265
0.1113868256,1.134385965e-05,-0.4281014802,0.01112969441,15.67451878,0,0.005291893181,8.887007134,0,0.08520809136,78.92463985,0,-0.008235651203,1.991858714e-05,nan,-0.1264567687,4.575361779,50.78762223,10.16885621,3.566929071,nan,nan,-1.000022176,-0.9999859744,-1.000011271,-0.9998780754,-0.9889583845,0.515625,nan,8.416064284e-09,-1.688784708e-11,0.0001576268952,0.0001801417497,0.0003390511353,2.426597972e-05,116.292687
0.1113981694,1.133142079e-05,-0.4297896702,0.01113466727,15.69451746,0,0.005293367402,8.903680444,0,0.08445940048,79.00057187,0,-0.008238715298,1.991249083e-05,nan,-0.1263014687,4.577064055,50.92914496,10.17456105,3.563470202,nan,nan,-1.00002217,-0.9999859705,-1.000011272,-0.9998780869,-0.9889354898,0.515625,nan,8.427550817e-09,-1.690477938e-11,0.0001579544276,0.0001804433035,0.0003401318699,2.4331655e-05,116.3502963
0.1114095009,1.131890508e-05,-0.431494216,0.01113949394,15.71462756,0,0.005294945028,8.920437948,0,0.08354093085,79.07556885,0,-0.008241785414,1.990640856e-05,nan,-0.1261463348,4.578769674,51.23023428,10.17855733,3.55342819,nan,nan,-1.000022164,-0.9999859667,-1.000011273,-0.9998780983,-0.9889052977,0.515625,nan,8.437939294e-09,-1.691986427e-11,0.0001582705656,0.0001807355216,0.0003411603331,2.439805177e-05,116.4063766
0.1114208198,1.130666416e-05,-0.433189163,0.01114454268,15.7346544,0,0.005296697707,8.937216603,0,0.08252571363,79.14985338,0,-0.008244861488,1.990034011e-05,nan,-0.1259913689,4.580478604,51.196222,10.18077383,3.554074371,nan,nan,-1.000022158,-0.9999859628,-1.000011274,-0.9998781096,-0.9888775446,0.515625,nan,8.448063304e-09,-1.693512954e-11,0.0001585832994,0.0001810313384,0.0003421216054,2.445628338e-05,116.4707026
0.1114321264,1.129469919e-05,-0.4348682687,0.01114957945,15.75459405,0,0.005298579383,8.953910617,0,0.08142904547,79.22363477,0,-0.008247943555,1.989428509e-05,nan,-0.125836568,4.582190864,51.13338454,10.18285674,3.556327428,nan,nan,-1.000022152,-0.999985959,-1.000011274,-0.9998781208,-0.9888492929,0.515625,nan,8.458426888e-09,-1.694914694e-11,0.0001588971554,0.0001813098515,0.0003430329705,2.451303576e-05,116.5477159
0.1114434211,1.128293621e-05,-0.4365303188,0.01115445818,15.77459157,0,0.005300329264,8.97058182,0,0.08025576622,79.29752091,0,-0.008251031649,1.988824358e-05,nan,-0.1256819292,4.583906472,51.15042024,10.18878372,3.558021965,nan,nan,-1.000022146,-0.9999859551,-1.000011275,-0.999878132,-0.9888098037,0.515625,nan,8.469054398e-09,-1.696450224e-11,0.0001592125508,0.0001815986594,0.0003442322805,2.457533807e-05,116.622868
0.1114547041,1.127135055e-05,-0.4381761593,0.01115922466,15.79462128,0,0.005302409141,8.98722485,0,0.07993250934,79.37176606,0,-0.008254125807,1.988221576e-05,nan,-0.1255274505,4.585625448,51.06874166,10.19630556,3.556184123,nan,nan,-1.00002214,-0.9999859513,-1.000011276,-0.9998781431,-0.9887859112,0.515625,nan,8.479866946e-09,-1.698145824e-11,0.0001595290232,0.0001819017642,0.0003463145823,2.465119967e-05,116.6960968
0.1114659754,1.125943513e-05,-0.4398272271,0.0111639713,15.81465555,0,0.00530460686,9.003900611,0,0.08124533682,79.44597314,0,-0.008257226108,1.987620075e-05,nan,-0.1253731301,4.587347838,51.09040216,10.20702712,3.5479885,nan,nan,-1.000022135,-0.9999859475,-1.000011277,-0.9998781542,-0.9887569451,0.515625,nan,8.490969396e-09,-1.699694439e-11,0.0001598488779,0.0001821866597,0.0003482789487,2.474174231e-05,116.7673758
0.1114772348,1.12477437e-05,-0.4415012175,0.01116891516,15.83454579,0,0.005306873063,9.020577722,0,0.08246477607,79.52034749,0,-0.008260332482,1.987019902e-05,nan,-0.1252189735,4.589073601,51.10824,10.22013366,3.535963476,nan,nan,-1.000022129,-0.9999859436,-1.000011278,-0.9998781652,-0.9887349826,0.515625,nan,8.501554266e-09,-1.701264818e-11,0.0001601641068,0.0001824796126,0.0003500325267,2.482964995e-05,116.8369297
0.1114884826,1.123627002e-05,-0.443173155,0.01117414634,15.85427642,0,0.00530905895,9.037113526,0,0.08358826284,79.59492395,0,-0.008263444947,1.98642106e-05,nan,-0.1250649783,4.590802748,51.09907106,10.23359436,3.523422964,nan,nan,-1.000022123,-0.9999859398,-1.000011278,-0.9998781761,-0.9887118125,0.515625,nan,8.512320382e-09,-1.702923241e-11,0.0001604800068,0.0001827787868,0.0003516621877,2.491066974e-05,116.9046946
0.1114997189,1.122499219e-05,-0.4448446358,0.01117970908,15.87387421,0,0.005311195598,9.053569827,0,0.08461360838,79.66973411,0,-0.008266563508,1.985823542e-05,nan,-0.1249111423,4.592535282,51.07982099,10.24758916,3.513095478,nan,nan,-1.000022117,-0.999985936,-1.000011279,-0.9998781869,-0.988683527,0.515625,nan,8.523224659e-09,-1.704478592e-11,0.0001607958337,0.0001830637483,0.0003531903491,2.498681411e-05,116.9705114
0.1115109439,1.121387778e-05,-0.4465151579,0.01118557385,15.89334222,0,0.005313301861,9.069887087,0,0.08553892786,79.74463325,0,-0.00826968817,1.985227278e-05,nan,-0.1247574634,4.594271205,51.02844232,10.26226695,3.503015637,nan,nan,-1.000022111,-0.9999859322,-1.00001128,-0.9998781977,-0.988652127,0.515625,nan,8.534235449e-09,-1.706092455e-11,0.0001611112834,0.0001833521725,0.0003546301052,2.505964694e-05,117.0344486
0.1115221577,1.120289117e-05,-0.4481723985,0.01119172043,15.9127033,0,0.005315293349,9.086066692,0,0.0863626073,79.81938986,0,-0.00827281893,1.862608067e-05,nan,-0.1109231404,4.596010517,51.0121024,10.27671699,3.492376817,nan,nan,-1.000022106,-0.9999859284,-1.000011281,-0.9998782085,-0.9886316237,0.515625,nan,1.522247339e-08,-1.708482096e-11,0.0002883973915,0.0001837487479,0.0003559753336,2.513062902e-05,117.0966855
0.1115333606,1.119200136e-05,-0.4498127539,0.01119814947,15.93198125,0,0.005317392034,9.102120793,0,0.08708332913,79.89386025,0,-0.008275955781,1.82145237e-05,nan,-0.1071717079,4.597753211,50.96268831,10.28959578,3.482050747,nan,nan,-1.000022102,-0.9999859246,-1.000011282,-0.9998782191,-0.9886116084,0.515625,nan,1.609020322e-08,-1.710305074e-11,0.000305266196,0.0001840647048,0.0003572751036,2.519962946e-05,117.1572196
0.1115445526,1.118118519e-05,-0.4514357883,0.0112048485,15.95116042,0,0.005319720897,9.118072155,0,0.08770005951,79.96781315,0,-0.008279098706,1.821009088e-05,nan,-0.1081128476,4.599499281,50.89032392,10.30062937,3.472671112,nan,nan,-1.000022097,-0.9999859208,-1.000011282,-0.9998782297,-0.9885920847,0.515625,nan,1.457741277e-08,-1.711940564e-11,0.0002766763413,0.0001843502263,0.0003585399108,2.526740888e-05,117.215997
0.1115557338,1.117041893e-05,-0.4530434656,0.01121176273,15.97023217,0,0.005322163486,9.134209729,0,0.08821203856,80.0409671,0,-0.008282247686,1.820566421e-05,nan,-0.1088370149,4.601248715,50.80975312,10.30989889,3.468741048,nan,nan,-1.000022092,-0.999985917,-1.000011283,-0.9998782403,-0.9885637745,0.515625,nan,1.339311291e-08,-1.71364766e-11,0.000254310843,0.0001846425879,0.0003597705005,2.533427341e-05,117.2730525
0.1115669042,1.115965366e-05,-0.4546422524,0.01121869502,15.98918772,0,0.005324519181,9.150219722,0,0.08861877223,80.11336406,0,-0.008285402695,1.820124338e-05,nan,-0.1093902114,4.603001497,50.69121908,10.31844589,3.467961588,nan,nan,-1.000022088,-0.9999859132,-1.000011284,-0.9998782507,-0.9885450569,0.515625,nan,1.246252272e-08,-1.71523731e-11,0.0002367527972,0.0001849218066,0.0003613153484,2.540197374e-05,117.3284218
0.1115780639,1.114885774e-05,-0.4562699811,0.01122536133,16.00789899,0,0.005326818677,9.166059319,0,0.08892006181,80.18469875,0,-0.008288563718,1.819682856e-05,nan,-0.1098081226,4.604757621,50.56058016,10.32574351,3.465659837,nan,nan,-1.000022083,-0.9999859094,-1.000011285,-0.9998782611,-0.9885238219,0.515625,nan,1.172857553e-08,-1.716933831e-11,0.0002229219617,0.0001852128651,0.0003631139293,2.547233326e-05,117.3821105
0.1115892127,1.113804976e-05,-0.4579282993,0.01123190401,16.02642141,0,0.005329000818,9.181831194,0,0.08910802263,80.25436947,0,-0.008291730756,1.819241978e-05,nan,-0.1101185348,4.606517087,50.52292486,10.33280462,3.461883297,nan,nan,-1.000022078,-0.9999859057,-1.000011286,-0.9998782715,-0.9885005037,0.515625,nan,1.114766421e-08,-1.718570142e-11,0.0002119928327,0.0001854982768,0.0003647934273,2.554427195e-05,117.4341878
0.1116003508,1.112727475e-05,-0.4595979998,0.01123832712,16.0447337,0,0.005331081016,9.197481596,0,0.08917324887,80.32213659,0,-0.008294903789,1.818801709e-05,nan,-0.1103431658,4.608279883,50.46518184,10.33920972,3.461865671,nan,nan,-1.000022074,-0.9999859019,-1.000011287,-0.9998782818,-0.9884786179,0.515625,nan,1.068625052e-08,-1.720116794e-11,0.0002033297435,0.0001857745447,0.0003662699409,2.561319037e-05,117.4847191
0.1116114781,1.11165305e-05,-0.4612723934,0.01124458057,16.06282736,0,0.00533306277,9.213110709,0,0.08911952754,80.38784523,0,-0.008298082768,1.818362034e-05,nan,-0.1104990536,4.610045982,50.4197192,10.34522638,3.462177099,nan,nan,-1.000022069,-0.9999858981,-1.000011287,-0.999878292,-0.9884525055,0.515625,nan,1.031849725e-08,-1.721682189e-11,0.0001964425196,0.0001860526168,0.0003676186228,2.567965825e-05,117.5336707
0.1116225946,1.110583273e-05,-0.4629153579,0.01125066242,16.08087678,0,0.005334925874,9.228637473,0,0.08902677157,80.45149739,0,-0.008301267648,1.817922956e-05,nan,-0.1105996149,4.61181536,50.39678946,10.35123516,3.469242718,nan,nan,-1.000022065,-0.9999858944,-1.000011288,-0.9998783022,-0.9884258029,0.515625,nan,1.002444748e-08,-1.723314112e-11,0.0001909532408,0.0001863376986,0.0003688842833,2.574516093e-05,117.5810268
0.1116337004,1.109518667e-05,-0.4645270917,0.01125641691,16.09891964,0,0.005336645784,9.244098425,0,0.08885838936,80.51309575,0,-0.008304458396,1.817484496e-05,nan,-0.110655455,4.613587998,50.40433705,10.35628326,3.474577897,nan,nan,-1.00002206,-0.9999858906,-1.000011289,-0.9998783123,-0.9884030028,0.515625,nan,9.78864038e-09,-1.724808435e-11,0.0001865687818,0.000186607452,0.0003700873743,2.580977381e-05,117.6268782
0.1116447956,1.108459871e-05,-0.4661110057,0.01126186191,16.11702859,0,0.00533828979,9.259553434,0,0.08861371531,80.57273324,0,-0.008307654983,1.817046615e-05,nan,-0.1106749895,4.615363879,50.48750184,10.3597221,3.483103534,nan,nan,-1.000022055,-0.9999858868,-1.00001129,-0.9998783224,-0.988367398,0.515625,nan,9.599023994e-09,-1.726332112e-11,0.0001830607237,0.0001868798317,0.0003712353749,2.586982778e-05,117.6712988
0.1116558802,1.107414193e-05,-0.4676660851,0.01126670157,16.13518739,0,0.005339855967,9.275027337,0,0.08826781105,80.63058318,0,-0.008310857388,1.816609336e-05,nan,-0.1106649225,4.617142994,50.55943663,10.36161359,3.486792778,nan,nan,-1.000022051,-0.9999858831,-1.000011291,-0.9998783323,-0.9883425501,0.515625,nan,9.446193826e-09,-1.727745203e-11,0.000180250739,0.0001871395731,0.0003723400085,2.593028156e-05,117.714212
0.1116669544,1.106384266e-05,-0.4692058026,0.01127096902,16.15348069,0,0.005341730648,9.290680247,0,0.08769240325,80.68698629,0,-0.008314065609,1.816172612e-05,nan,-0.1106306154,4.618925338,50.82708645,10.36278063,3.47984081,nan,nan,-1.000022046,-0.9999858794,-1.000011292,-0.9998783423,-0.988256069,0.515625,nan,9.322868598e-09,-1.729401413e-11,0.0001779996342,0.0001874237458,0.0003733457991,2.599261629e-05,117.7557969
0.1116780182,1.105373143e-05,-0.4707430388,0.01127519472,16.17184489,0,0.005343633866,9.306366549,0,0.08697814172,80.74237709,0,-0.008317279651,1.815736516e-05,nan,-0.1105763724,4.620710917,51.00226445,10.3630572,3.471085771,nan,nan,-1.000022042,-0.9999858756,-1.000011292,-0.9998783522,-0.9880640523,0.515625,nan,9.223270104e-09,-1.730860604e-11,0.0001761974491,0.0001876842062,0.0003740980744,2.604933099e-05,117.7959994
0.1116890719,1.104386179e-05,-0.4723017869,0.01127950581,16.18999119,0,0.005345807513,9.321930375,0,0.08617047317,80.79681348,0,-0.008320499533,1.815300962e-05,nan,-0.1105056621,4.62249974,51.02130112,10.36350238,3.462209158,nan,nan,-1.000022037,-0.9999858719,-1.000011293,-0.999878362,-0.9880364722,0.515625,nan,9.142883033e-09,-1.732523305e-11,0.0001747580762,0.0001879638357,0.0003748531877,2.610550236e-05,117.8346782
0.1117001158,1.10342746e-05,-0.4738642193,0.01128390776,16.2080606,0,0.005348034422,9.337469563,0,0.08527411305,80.85059958,0,-0.008323725297,1.814865964e-05,nan,-0.1104212911,4.624291832,51.02694797,10.36532653,3.455821571,nan,nan,-1.000022033,-0.9999858682,-1.000011294,-0.9998783717,-0.9880021744,0.515625,nan,9.078157676e-09,-1.734097117e-11,0.0001736133385,0.0001882299946,0.0003750520586,2.615715407e-05,117.8720216
0.1117111501,1.102501132e-05,-0.4754309956,0.01128836221,16.22600595,0,0.005350529242,9.353018655,0,0.08429345449,80.90785025,0,-0.008326956973,1.814431523e-05,nan,-0.110325539,4.626087207,51.00375175,10.37038539,3.450171457,nan,nan,-1.000022028,-0.9999858644,-1.000011295,-0.9998783815,-0.9879782281,0.515625,nan,9.026239562e-09,-1.735805849e-11,0.0001727084263,0.0001885062471,0.0003746266807,2.619554731e-05,117.9211941
0.1117221751,1.101607033e-05,-0.4769652662,0.01129300819,16.24390721,0,0.005352921811,9.368501953,0,0.08323294182,80.96504898,0,-0.008330194535,1.813997648e-05,nan,-0.110220265,4.627885853,51.05386717,10.38068926,3.442356777,nan,nan,-1.000022024,-0.9999858607,-1.000011296,-0.9998783911,-0.9879549524,0.515625,nan,8.984697445e-09,-1.737600922e-11,0.0001719965081,0.0001887865943,0.0003739957747,2.62280459e-05,117.9793076
