0.00195312,0.0507719,0.703534
0.00585938,0.147321,0.680684
0.00976562,0.237312,0.65597
0.0136719,0.320885,0.629326
0.0175781,0.398203,0.600718
0.0214844,0.469448,0.570147
0.0253906,0.534832,0.537662
0.0292969,0.594586,0.503361
0.0332031,0.648964,0.467402
0.0371094,0.698244,0.430001
0.0410156,0.742716,0.391435
0.0449219,0.782685,0.352033
0.0488281,0.818465,0.312165
0.0527344,0.850374,0.272233
0.0566406,0.878726,0.232649
0.0605469,0.903833,0.19382
0.0644531,0.925995,0.156128
0.0683594,0.945499,0.119914
0.0722656,0.962618,0.0854672
0.0761719,0.977607,0.0530149
0.0800781,0.990701,0.02272
0.0839844,1.00214,0
0.0878906,1.01287,0
0.0917969,1.02331,0
0.0957031,1.03347,0
0.0996094,1.04336,0
0.103516,1.05298,0
0.107422,1.06234,0
0.111328,1.07145,0
0.115234,1.08031,0
0.119141,1.08893,0
0.123047,1.09732,0
0.126953,1.10549,0
0.130859,1.11343,0
0.134766,1.12116,0
0.138672,1.12868,0
0.142578,1.136,0
0.146484,1.14312,0
0.150391,1.15005,0
0.154297,1.15679,0
0.158203,1.16335,0
0.162109,1.16974,0
0.166016,1.17595,0
0.169922,1.18199,0
0.173828,1.18787,0
0.177734,1.19359,0
0.181641,1.19916,0
0.185547,1.20458,0
0.189453,1.20985,0
0.193359,1.21498,0
0.197266,1.21997,0
0.201172,1.22482,0
0.205078,1.22955,0
0.208984,1.23415,0
0.212891,1.23862,0
0.216797,1.24297,0
0.220703,1.24721,0
0.224609,1.25133,0
0.228516,1.25534,0
0.232422,1.25924,0
0.236328,1.26304,0
0.240234,1.26673,0
0.244141,1.27033,0
0.248047,1.27383,0
0.251953,1.27723,0
0.255859,1.28054,0
0.259766,1.28376,0
0.263672,1.2869,0
0.267578,1.28995,0
0.271484,1.29292,0
0.275391,1.29581,0
0.279297,1.29862,0
0.283203,1.30135,0
0.287109,1.30401,0
0.291016,1.3066,0
0.294922,1.30912,0
0.298828,1.31157,0
0.302734,1.31396,0
0.306641,1.31628,0
0.310547,1.31854,0
0.314453,1.32073,0
0.318359,1.32287,0
0.322266,1.32495,0
0.326172,1.32698,0
0.330078,1.32895,0
0.333984,1.33086,0
0.337891,1.33273,0
0.341797,1.33454,0
0.345703,1.33631,0
0.349609,1.33803,0
0.353516,1.3397,0
0.357422,1.34132,0
0.361328,1.34291,0
0.365234,1.34445,0
0.369141,1.34594,0
0.373047,1.3474,0
0.376953,1.34882,0
0.380859,1.3502,0
0.384766,1.35155,0
0.388672,1.35285,0
0.392578,1.35412,0
0.396484,1.35536,0
0.400391,1.35657,0
0.404297,1.35774,0
0.408203,1.35888,0
0.412109,1.35999,0
0.416016,1.36107,0
0.419922,1.36212,0
0.423828,1.36314,0
0.427734,1.36413,0
0.431641,1.3651,0
0.435547,1.36604,0
0.439453,1.36696,0
0.443359,1.36785,0
0.447266,1.36872,0
0.451172,1.36956,0
0.455078,1.37038,0
0.458984,1.37118,0
0.462891,1.37196,0
0.466797,1.37271,0
0.470703,1.37345,0
0.474609,1.37417,0
0.478516,1.37486,0
0.482422,1.37554,0
0.486328,1.3762,0
0.490234,1.37684,0
0.494141,1.37747,0
0.498047,1.37807,0
0.501953,1.37867,0
0.505859,1.37924,0
0.509766,1.3798,0
0.513672,1.38035,0
0.517578,1.38088,0
0.521484,1.38139,0
0.525391,1.38189,0
0.529297,1.38238,0
0.533203,1.38286,0
0.537109,1.38332,0
0.541016,1.38377,0
0.544922,1.38421,0
0.548828,1.38463,0
0.552734,1.38505,0
0.556641,1.38545,0
0.560547,1.38584,0
0.564453,1.38623,0
0.568359,1.3866,0
0.572266,1.38696,0
0.576172,1.38731,0
0.580078,1.38765,0
0.583984,1.38799,0
0.587891,1.38831,0
0.591797,1.38863,0
0.595703,1.38893,0
0.599609,1.38923,0
0.603516,1.38952,0
0.607422,1.3898,0
0.611328,1.39008,0
0.615234,1.39035,0
0.619141,1.39061,0
0.623047,1.39086,0
0.626953,1.39111,0
0.630859,1.39135,0
0.634766,1.39158,0
0.638672,1.39181,0
0.642578,1.39203,0
0.646484,1.39224,0
0.650391,1.39245,0
0.654297,1.39266,0
0.658203,1.39285,0
0.662109,1.39305,0
0.666016,1.39323,0
0.669922,1.39342,0
0.673828,1.39359,0
0.677734,1.39377,0
0.681641,1.39394,0
0.685547,1.3941,0
0.689453,1.39426,0
0.693359,1.39441,0
0.697266,1.39456,0
0.701172,1.39471,0
0.705078,1.39485,0
0.708984,1.39499,0
0.712891,1.39513,0
0.716797,1.39526,0
0.720703,1.39539,0
0.724609,1.39551,0
0.728516,1.39563,0
0.732422,1.39575,0
0.736328,1.39586,0
0.740234,1.39598,0
0.744141,1.39608,0
0.748047,1.39619,0
0.751953,1.39629,0
0.755859,1.39639,0
0.759766,1.39649,0
0.763672,1.39658,0
0.767578,1.39668,0
0.771484,1.39677,0
0.775391,1.39685,0
0.779297,1.39694,0
0.783203,1.39702,0
0.787109,1.3971,0
0.791016,1.39718,0
0.794922,1.39726,0
0.798828,1.39733,0
0.802734,1.3974,0
0.806641,1.39747,0
0.810547,1.39754,0
0.814453,1.39761,0
0.818359,1.39767,0
0.822266,1.39773,0
0.826172,1.39779,0
0.830078,1.39785,0
0.833984,1.39791,0
0.837891,1.39797,0
0.841797,1.39802,0
0.845703,1.39808,0
0.849609,1.39813,0
0.853516,1.39818,0
0.857422,1.39823,0
0.861328,1.39828,0
0.865234,1.39832,0
0.869141,1.39837,0
0.873047,1.39841,0
0.876953,1.39845,0
0.880859,1.3985,0
0.884766,1.39854,0
0.888672,1.39858,0
0.892578,1.39861,0
0.896484,1.39865,0
0.900391,1.39869,0
0.904297,1.39872,0
0.908203,1.39876,0
0.912109,1.39879,0
0.916016,1.39882,0
0.919922,1.39886,0
0.923828,1.39889,0
0.927734,1.39892,0
0.931641,1.39895,0
0.935547,1.39897,0
0.939453,1.399,0
0.943359,1.39903,0
0.947266,1.39906,0
0.951172,1.39908,0
0.955078,1.39911,0
0.958984,1.39913,0
0.962891,1.39915,0
0.966797,1.39918,0
0.970703,1.3992,0
0.974609,1.39922,0
0.978516,1.39924,0
0.982422,1.39926,0
0.986328,1.39928,0
0.990234,1.3993,0
0.994141,1.39932,0
0.998047,1.39934,0
